date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:54:45	8808/8808	---M--	200	added ('OK')	application/javascript	etag:%222268-5883edcb8c600%22	http://localhost/qtsc_starter1/media/system/js/core.js?3be9fae1975cb97c52dd0aa103a7aca6	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/media/system/js/coref861.js	(from http://localhost/qtsc_starter1/)
07:54:47	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5883edcb8c600%22	http://localhost/qtsc_starter1/media/jui/js/jquery-migrate.min.js?3be9fae1975cb97c52dd0aa103a7aca6	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/media/jui/js/jquery-migrate.minf861.js	(from http://localhost/qtsc_starter1/)
07:54:50	19987/19987	---M--	200	added ('OK')	application/javascript	etag:%224e13-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	(from http://localhost/qtsc_starter1/)
07:54:51	33970/33970	---M--	200	added ('OK')	application/javascript	etag:%2284b2-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/js/sppagebuilder.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/js/sppagebuilder.js	(from http://localhost/qtsc_starter1/)
07:54:54	19196/19196	---M--	200	added ('OK')	application/javascript	etag:%224afc-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/js/popper.min.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/js/popper.min.js	(from http://localhost/qtsc_starter1/)
07:54:55	7083/7083	---M--	200	added ('OK')	application/javascript	etag:%221bab-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/js/main.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/js/main.js	(from http://localhost/qtsc_starter1/)
07:54:56	4090/4090	---M--	200	added ('OK')	application/javascript	etag:%22ffa-5884868832000%22	http://localhost/qtsc_starter1/components/com_speasyimagegallery/assets/js/script-min.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_speasyimagegallery/assets/js/script-min.js	(from http://localhost/qtsc_starter1/)
07:54:56	1592/1592	---M--	200	added ('OK')	image/svg+xml	etag:%22638-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/images/presets/preset1/logo.svg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/images/presets/preset1/logo.svg	(from http://localhost/qtsc_starter1/)
07:54:59	46572/46572	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:54:57%20GMT	http://localhost/qtsc_starter1/index.php	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index-2.html	(from http://localhost/qtsc_starter1/)
07:54:59	50634/50634	---M--	200	added ('OK')	application/javascript	etag:%22c5ca-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/js/bootstrap.min.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/js/bootstrap.min.js	(from http://localhost/qtsc_starter1/)
07:54:59	96606/96606	---M--	200	added ('OK')	application/javascript	etag:%221795e-5883edcb8c600%22	http://localhost/qtsc_starter1/media/jui/js/jquery.min.js?3be9fae1975cb97c52dd0aa103a7aca6	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/media/jui/js/jquery.minf861.js	(from http://localhost/qtsc_starter1/)
07:55:01	32489/32489	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:00%20GMT	http://localhost/qtsc_starter1/index.php/portfolio	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/portfolio.html	(from http://localhost/qtsc_starter1/)
07:55:02	29656/29656	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:00%20GMT	http://localhost/qtsc_starter1/index.php/gallery	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/gallery.html	(from http://localhost/qtsc_starter1/)
07:55:03	37673/37673	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:01%20GMT	http://localhost/qtsc_starter1/index.php/about	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/about.html	(from http://localhost/qtsc_starter1/)
07:55:04	40892/40892	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:02%20GMT	http://localhost/qtsc_starter1/index.php/pages/services	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/pages/services.html	(from http://localhost/qtsc_starter1/)
07:55:06	27269/27269	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:05%20GMT	http://localhost/qtsc_starter1/index.php/pages/contact	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/pages/contact.html	(from http://localhost/qtsc_starter1/)
07:55:07	26109/26109	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:06%20GMT	http://localhost/qtsc_starter1/index.php/pages/login	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/pages/login.html	(from http://localhost/qtsc_starter1/)
07:55:08	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jan%202020%2000:55:07%20GMT	http://localhost/qtsc_starter1/index.php?Itemid=404	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/indexf2ce.php	(from http://localhost/qtsc_starter1/)
07:55:08	29451/29451	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:06%20GMT	http://localhost/qtsc_starter1/index.php/pages/registration	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/pages/registration.html	(from http://localhost/qtsc_starter1/)
07:55:09	16989/16989	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Jan%202020%2000:55:08%20GMT	http://localhost/qtsc_starter1/?tmpl=comingsoon	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index114a.html	(from http://localhost/qtsc_starter1/)
07:55:10	38553/38553	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:09%20GMT	http://localhost/qtsc_starter1/index.php/blog	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/blog.html	(from http://localhost/qtsc_starter1/)
07:55:12	37005/37005	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:11%20GMT	http://localhost/qtsc_starter1/index.php/blog/how-marching-for-science-risks-politicizing-it	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/blog/how-marching-for-science-risks-politicizing-it.html	(from http://localhost/qtsc_starter1/)
07:55:13	37456/37456	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:55:12%20GMT	http://localhost/qtsc_starter1/index.php/blog/after-setbacks-and-suits-miami-to-open-science-museum	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/blog/after-setbacks-and-suits-miami-to-open-science-museum.html	(from http://localhost/qtsc_starter1/)
07:55:14	27245/27245	---M--	200	added ('OK')	image/jpeg	etag:%226a6d-56617f8342080%22	http://localhost/qtsc_starter1/images/gallery1-small.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/gallery1-small.jpg	(from http://localhost/qtsc_starter1/)
07:55:14	1663/1663	---M--	200	added ('OK')	image/jpeg	etag:%2267f-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/avatar.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/avatar.jpg	(from http://localhost/qtsc_starter1/)
07:55:14	1076/1076	---M--	200	added ('OK')	image/png	etag:%22434-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/client1.png	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/client1.png	(from http://localhost/qtsc_starter1/)
07:55:15	962/962	---M--	200	added ('OK')	image/png	etag:%223c2-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/client2.png	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/client2.png	(from http://localhost/qtsc_starter1/)
07:55:15	633/633	---M--	200	added ('OK')	image/png	etag:%22279-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/client3.png	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/client3.png	(from http://localhost/qtsc_starter1/)
07:55:15	847/847	---M--	200	added ('OK')	image/png	etag:%2234f-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/client4.png	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/client4.png	(from http://localhost/qtsc_starter1/)
07:55:18	232011/232011	---M--	200	added ('OK')	image/jpeg	etag:%2238a4b-565dafd082a80%22	http://localhost/qtsc_starter1/images/2018/02/22/hero.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/hero.jpg	(from http://localhost/qtsc_starter1/)
07:55:18	31882/31882	---M--	200	added ('OK')	image/jpeg	etag:%227c8a-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/img1.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/img1.jpg	(from http://localhost/qtsc_starter1/)
07:55:18	31727/31727	---M--	200	added ('OK')	image/jpeg	etag:%227bef-565c721b59980%22	http://localhost/qtsc_starter1/images/2018/02/22/img2.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/2018/02/22/img2.jpg	(from http://localhost/qtsc_starter1/)
07:55:22	30929/30929	---M--	200	added ('OK')	image/jpeg	etag:%2278d1-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery1_thumb.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery1_thumb.jpg	(from http://localhost/qtsc_starter1/)
07:55:24	34474/34474	---M--	200	added ('OK')	image/jpeg	etag:%2286aa-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery2_thumb.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery2_thumb.jpg	(from http://localhost/qtsc_starter1/)
07:55:29	31629/31629	---M--	200	added ('OK')	image/jpeg	etag:%227b8d-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery3_thumb.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery3_thumb.jpg	(from http://localhost/qtsc_starter1/)
07:55:35	124321/124321	---M--	200	added ('OK')	image/jpeg	etag:%221e5a1-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery1.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery1.jpg	(from http://localhost/qtsc_starter1/)
07:55:39	23188/23188	---M--	200	added ('OK')	image/jpeg	etag:%225a94-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery4_thumb.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery4_thumb.jpg	(from http://localhost/qtsc_starter1/)
07:55:41	117030/117030	---M--	200	added ('OK')	image/jpeg	etag:%221c926-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery3.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery3.jpg	(from http://localhost/qtsc_starter1/)
07:55:43	86609/86609	---M--	200	added ('OK')	image/jpeg	etag:%2215251-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery4.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery4.jpg	(from http://localhost/qtsc_starter1/)
07:55:46	175817/175817	---M--	200	added ('OK')	image/jpeg	etag:%222aec9-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery2.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery2.jpg	(from http://localhost/qtsc_starter1/)
07:55:47	35824/35824	---M--	200	added ('OK')	image/jpeg	etag:%228bf0-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery5_thumb.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery5_thumb.jpg	(from http://localhost/qtsc_starter1/)
07:55:51	28228/28228	---M--	200	added ('OK')	image/jpeg	etag:%226e44-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery6_thumb.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery6_thumb.jpg	(from http://localhost/qtsc_starter1/)
07:56:01	108857/108857	---M--	200	added ('OK')	image/jpeg	etag:%221a939-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery6.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery6.jpg	(from http://localhost/qtsc_starter1/)
07:56:04	152670/152670	---M--	200	added ('OK')	image/jpeg	etag:%222545e-565c8c88b7300%22	http://localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery5.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/speasyimagegallery/albums/1/images/gallery5.jpg	(from http://localhost/qtsc_starter1/)
07:56:13	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/css/font-awesome.min.css)
07:56:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/css/font-awesome.min.css)
07:56:14	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/css/font-awesome.min.css)
07:56:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont.eot?	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfontd41d.eot	(from http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/css/font-awesome.min.css)
07:56:20	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/css/font-awesome.min.css)
07:56:33	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost/qtsc_starter1/templates/shaper_helixultimate/css/font-awesome.min.css)
07:56:41	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-588486d0acb00%22	http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_sppagebuilder/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost/qtsc_starter1/components/com_sppagebuilder/assets/css/font-awesome.min.css)
07:56:43	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/qtsc_starter1/templates/shaper_helixultimate/css/font-awesome.min.css)
07:56:43	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/qtsc_starter1/templates/shaper_helixultimate/css/font-awesome.min.css)
07:56:44	1439/1439	---M--	200	added ('OK')	text/css	etag:%2259f-565c709a10c80%22	http://localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/css/featherlight.min.css	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/css/featherlight.min.css	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:44	8350/8350	---M--	200	added ('OK')	text/css	etag:%22209e-565c709a10c80%22	http://localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/css/spsimpleportfolio.css	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/css/spsimpleportfolio.css	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:46	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont.eot?	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfontd41d.eot	(from http://localhost/qtsc_starter1/templates/shaper_helixultimate/css/font-awesome.min.css)
07:56:47	15800/15800	---M--	200	added ('OK')	application/javascript	etag:%223db8-565c709a10c80%22	http://localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/js/jquery.shuffle.modernizr.min.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/js/jquery.shuffle.modernizr.min.js	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:47	5955/5955	---M--	200	added ('OK')	application/javascript	etag:%221743-565c709a10c80%22	http://localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/js/featherlight.min.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/js/featherlight.min.js	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:47	928/928	---M--	200	added ('OK')	application/javascript	etag:%223a0-565c709a10c80%22	http://localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/js/spsimpleportfolio.js	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/components/com_spsimpleportfolio/assets/js/spsimpleportfolio.js	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:49	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/qtsc_starter1/templates/shaper_helixultimate/css/font-awesome.min.css)
07:56:51	25980/25980	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:56:50%20GMT	http://localhost/qtsc_starter1/index.php/portfolio/item/1-visualize-impactful-mindshare	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/portfolio/item/1-visualize-impactful-mindshare.html	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:54	36803/36803	---M--	200	added ('OK')	image/jpeg	etag:%228fc3-565c88774da00%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/visualize-impactful-mindshare/portfolio1_600x400.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/visualize-impactful-mindshare/portfolio1_600x400.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:57	36944/36944	---M--	200	added ('OK')	image/jpeg	etag:%229050-565c88737d100%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/enable-value-added-convergence/portfolio2_600x800.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/enable-value-added-convergence/portfolio2_600x800.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:56:58	25989/25989	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:56:58%20GMT	http://localhost/qtsc_starter1/index.php/portfolio/item/2-enable-value-added-convergence	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/portfolio/item/2-enable-value-added-convergence.html	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:05	68607/68607	---M--	200	added ('OK')	image/jpeg	etag:%2210bff-565c7e25a0180%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/portfolio2.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/portfolio2.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:06	46723/46723	---M--	200	added ('OK')	image/jpeg	etag:%22b683-565c886fac800%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/visualize-vertical-interfaces/portfolio3_600x600.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/visualize-vertical-interfaces/portfolio3_600x600.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:06	112252/112252	---M--	200	added ('OK')	image/jpeg	etag:%221b67c-565c7c3987880%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/portfolio1.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/portfolio1.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:08	25980/25980	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:57:07%20GMT	http://localhost/qtsc_starter1/index.php/portfolio/item/3-visualize-vertical-interfaces	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/portfolio/item/3-visualize-vertical-interfaces.html	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:09	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-58870d1230080%22	http://localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/templates/shaper_helixultimate/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost/qtsc_starter1/templates/shaper_helixultimate/css/font-awesome.min.css)
07:57:11	26085/26085	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:57:09%20GMT	http://localhost/qtsc_starter1/index.php/portfolio/item/4-integrate-clicks-and-mortar-methodologies	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/portfolio/item/4-integrate-clicks-and-mortar-methodologies.html	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:14	17167/17167	---M--	200	added ('OK')	image/jpeg	etag:%22430f-565c88606a400%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/streamline-customized-models/portfolio5_600x400.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/streamline-customized-models/portfolio5_600x400.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:19	73174/73174	---M--	200	added ('OK')	image/jpeg	etag:%2211dd6-565c84a2ed100%22	http://localhost/qtsc_starter1/images/spsimpleportfolio/portfolio3.jpg	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/images/spsimpleportfolio/portfolio3.jpg	(from http://localhost/qtsc_starter1/index.php/portfolio)
07:57:20	25994/25994	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2000:57:19%20GMT	http://localhost/qtsc_starter1/index.php/portfolio/item/5-streamline-customized-models	C:/Users/ASUS/Desktop/qtsc/template_html1/qtscstarter/localhost/qtsc_starter1/index.php/portfolio/item/5-streamline-customized-models.html	(from http://localhost/qtsc_starter1/index.php/portfolio)
